tradedate;tradetime;B1;B2;B3;T1;G1;G2;G3;G4;G5;G6;G7;G8;G9
18.04.2018;18:39:52;1031,944647;-392,649423;-92,874603;17,451005;-2,726335;-3,735279;3,308983;2,582251;1,565161;0,019408;-1,230494;0,000000;0,000000
19.04.2018;18:39:36;1027,614474;-390,068905;-94,629898;17,525151;-2,832135;-5,320161;3,377486;3,455040;-0,012040;-1,085864;-1,267823;0,000000;0,000000
20.04.2018;18:39:59;1024,671113;-391,031782;-88,695878;17,488084;-2,136757;-4,621423;3,244307;2,457796;1,844822;1,313365;0,542070;0,000000;0,000000
23.04.2018;18:39:57;1032,837674;-403,505272;-64,211133;17,039465;-3,256649;-4,604130;3,542435;2,995193;1,773199;0,379288;-0,798354;0,000000;0,000000
24.04.2018;18:39:39;1023,442858;-399,515573;-63,373640;17,114990;-1,056932;-6,641016;1,450302;2,212234;2,013540;1,887046;-0,351906;0,000000;0,000000
25.04.2018;18:39:48;1024,563232;-399,701239;-52,940947;16,966204;-3,904138;-5,657296;3,053270;2,901116;2,687245;0,777860;-1,001573;0,000000;0,000000
26.04.2018;18:39:57;1028,322382;-406,457182;-34,504814;16,628915;-3,848797;-5,284834;4,189845;3,005578;3,289070;0,560053;-1,423670;0,000000;0,000000
27.04.2018;18:39:57;1017,036032;-400,342252;-31,172354;16,636232;-2,472548;-4,955726;3,033433;1,853056;2,329163;1,832198;1,050834;0,000000;0,000000
28.04.2018;18:39:30;1011,136691;-399,219603;-13,086556;16,446968;-4,762254;-6,293337;5,203394;-1,861728;4,901845;2,145826;-2,249223;0,000000;0,000000
30.04.2018;18:39:47;1002,550412;-392,521963;-11,733734;15,819221;-6,162145;-8,844127;5,573946;-0,903393;5,733502;2,430129;-2,264024;0,000000;0,000000
02.05.2018;18:39:56;983,162953;-367,708134;1,052426;15,866880;-4,907372;-3,700213;6,147572;-0,969775;2,638617;1,868909;-1,049500;0,000000;0,000000
03.05.2018;18:39:47;989,266075;-367,182132;3,218124;15,575814;-3,004209;0,420070;2,938610;-0,529861;1,646180;-0,284730;-0,873472;0,000000;0,000000
04.05.2018;18:39:59;990,778790;-371,956048;-2,948448;15,339657;-4,816033;-5,015714;4,217537;-0,924988;2,932511;0,301189;-1,052060;0,000000;0,000000
07.05.2018;18:39:52;989,743423;-382,646560;30,482703;14,431898;-3,426621;-2,280357;4,715129;3,060206;1,800052;-0,284846;-1,600358;0,000000;0,000000
08.05.2018;18:39:59;978,367875;-362,093639;30,577884;14,438967;-5,127355;-4,942191;5,125410;-0,959164;1,253531;0,532728;-0,666455;0,000000;0,000000
10.05.2018;18:39:42;968,670448;-355,760556;35,494982;14,243133;-4,063709;-3,839394;3,645406;1,428616;1,617620;0,535868;-1,128681;0,000000;0,000000
11.05.2018;18:39:29;959,738997;-352,243694;50,729229;13,802133;-3,730130;1,812364;3,930970;1,174066;0,718801;-1,093151;-1,171213;0,000000;0,000000
14.05.2018;18:39:53;952,858606;-338,840610;57,037074;13,546016;-3,401135;0,533077;3,781548;2,078788;0,492899;-0,070399;-0,787710;0,000000;0,000000
15.05.2018;18:39:57;929,909938;-299,488844;28,281776;14,127147;-2,998522;3,613649;4,266955;-2,402974;0,318968;0,492228;-0,564022;0,000000;0,000000
16.05.2018;18:39:59;921,607832;-288,715575;34,281295;13,989708;-5,146212;-4,735213;4,518440;2,791833;-1,187927;-1,422799;-1,452962;0,000000;0,000000
17.05.2018;18:39:52;915,276725;-290,263332;40,521241;13,775413;-6,139374;1,915423;8,617997;1,382512;1,936670;0,528876;-0,802352;0,000000;0,000000
18.05.2018;18:39:53;915,385448;-291,176790;55,902957;13,394110;-8,056794;0,478489;6,519706;4,395298;2,913982;-0,378879;-1,493242;0,000000;0,000000
21.05.2018;18:39:42;912,437752;-282,962780;55,604404;13,369331;-3,792008;1,138690;3,693930;1,576633;-1,338482;-1,412920;-1,283586;0,000000;0,000000
22.05.2018;18:39:42;903,832661;-281,145202;59,406150;13,199025;-6,727672;0,630646;6,616560;3,817338;1,616060;-1,456929;-1,697850;0,000000;0,000000
23.05.2018;18:39:55;901,808287;-273,874305;57,805706;13,144351;-3,545304;0,837284;3,477858;2,652530;-1,880883;-1,997372;-1,937365;0,000000;0,000000
24.05.2018;18:39:55;894,381537;-264,397434;45,960517;13,457012;-1,867749;1,080679;4,710044;0,977680;-3,020785;-0,674319;-0,614943;0,000000;0,000000
25.05.2018;18:39:56;895,381497;-267,681213;57,695726;13,197357;-4,148616;-0,870138;5,017484;3,047287;-1,710801;-1,932940;-2,002914;0,000000;0,000000
28.05.2018;18:39:57;890,227781;-261,199334;45,969899;13,495256;-3,844335;0,564797;4,085707;1,633294;0,012963;-0,039713;-0,875936;0,000000;0,000000
29.05.2018;18:39:44;894,827569;-267,109015;58,182687;13,181274;-3,695861;0,626541;3,734941;1,778706;0,072473;-1,058175;-1,185105;0,000000;0,000000
30.05.2018;18:39:58;893,615337;-268,767293;63,029563;13,045053;-6,114848;0,536445;5,326601;3,582607;0,759125;-1,377624;-1,653723;0,000000;0,000000
31.05.2018;18:39:59;895,293172;-268,240512;69,156639;12,824985;-5,717968;0,898843;5,714773;3,373978;-1,321858;-1,197398;-1,464413;0,000000;0,000000
01.06.2018;18:39:59;891,692601;-264,539877;68,180806;12,788303;-4,395380;1,265337;5,036668;2,509137;-2,008784;-2,159184;-2,505950;0,000000;0,000000
04.06.2018;18:39:51;884,368034;-253,990570;61,719163;12,822337;-4,046444;1,265730;4,776072;-0,897275;-1,557636;-1,465527;-1,237759;0,000000;0,000000
05.06.2018;18:39:59;883,938462;-253,600816;67,790899;12,556151;-4,282143;1,161983;5,563882;-1,048913;-2,407583;-1,514339;-1,800763;0,000000;0,000000
06.06.2018;18:39:58;881,658409;-250,558747;75,139442;12,268633;-3,903969;0,907350;3,836813;-0,837028;-1,337376;-1,619708;-1,805714;0,000000;0,000000
07.06.2018;18:39:47;869,826551;-230,407068;69,437264;12,298235;0,340592;2,480292;2,287258;-4,410509;-3,625996;2,906767;-0,786520;0,000000;0,000000
08.06.2018;18:39:59;856,610810;-219,165764;88,787513;11,537416;0,016451;0,401327;0,763087;-3,196738;0,018185;4,857928;-1,096334;0,000000;0,000000
09.06.2018;18:39:35;834,125527;-200,270574;109,018024;10,506397;0,019835;0,568185;0,818021;-0,793848;-0,936317;2,381788;-0,851944;0,000000;0,000000
11.06.2018;18:39:59;786,879922;-151,294886;146,548614;9,363928;-1,535866;4,102265;4,624794;-5,938433;-6,718531;3,281567;-0,759292;0,000000;0,000000
13.06.2018;18:39:58;785,290879;-153,114759;166,917786;8,834860;0,390818;2,482805;2,041876;-4,412015;-2,567763;3,254455;-0,781740;0,000000;0,000000
14.06.2018;18:39:42;780,696594;-148,080608;169,150886;8,796241;0,013304;1,273621;2,233358;-3,673683;-3,887812;3,326230;-1,272364;0,000000;0,000000
15.06.2018;18:39:58;768,028169;-128,449035;191,469926;7,691315;0,021772;0,797548;1,337507;-2,808667;-1,636579;5,286075;-1,169911;0,000000;0,000000
18.06.2018;18:39:57;741,750628;-96,839202;222,056225;5,661544;0,070874;1,725321;1,346967;-6,117929;-1,646871;5,084363;-0,398069;0,000000;0,000000
19.06.2018;18:39:48;733,892196;-74,862402;221,376312;5,936162;0,031734;0,764150;-1,071055;-1,488634;0,298366;0,555031;-1,006474;0,000000;0,000000
20.06.2018;18:39:56;719,392242;-66,950283;215,886636;6,320592;-0,010196;-0,228753;-2,284438;-0,622583;2,649818;1,524287;-1,199979;0,000000;0,000000
21.06.2018;18:39:55;708,740763;-60,534061;226,997338;5,905073;0,008504;-0,200012;-2,490783;-0,297519;2,134249;0,783749;0,768063;0,000000;0,000000
22.06.2018;18:39:59;708,148754;-57,788057;225,025438;6,087033;0,401248;1,179632;-1,547977;0,033315;1,335680;0,396573;0,417394;0,000000;0,000000
25.06.2018;18:39:58;708,145437;-60,303887;230,326093;5,866379;0,011137;0,011479;-1,025802;1,589980;-0,031098;-1,032189;0,757693;0,000000;0,000000
26.06.2018;18:39:55;717,227575;-67,246787;233,571636;5,778925;0,018417;0,530724;-4,137411;2,545628;-0,460416;0,432015;0,542738;0,000000;0,000000
27.06.2018;18:39:58;728,353589;-79,502793;229,554017;6,064373;-0,248003;-1,388721;-0,441980;1,709327;0,685496;-1,213358;0,681017;0,000000;0,000000
28.06.2018;18:39:54;728,953414;-87,893905;227,483455;5,590571;-0,201845;-0,783300;-0,608545;3,932535;-2,644694;-1,050107;1,396281;0,000000;0,000000
29.06.2018;18:39:55;731,088995;-98,422313;218,319794;5,298275;-0,207726;0,992919;0,178626;1,109676;-0,639946;-0,192086;0,869560;0,000000;0,000000
02.07.2018;18:39:52;733,156636;-97,469928;215,051473;5,167022;0,009610;0,459783;-1,992973;-0,515253;-0,566265;-0,936541;0,723022;0,000000;0,000000
03.07.2018;18:39:00;741,470191;-104,389221;209,078198;5,387385;-0,844858;-1,430761;-0,376233;2,910217;-3,759876;-0,735853;0,890696;0,000000;0,000000
04.07.2018;18:39:45;743,329367;-113,296204;211,920873;5,120130;-0,009580;0,531816;-1,873542;0,980015;-0,675561;-1,221625;-0,904732;0,000000;0,000000
05.07.2018;18:39:59;746,158881;-114,608471;194,982993;5,621564;-0,009630;0,019215;0,083066;1,937396;-0,509920;0,342725;0,560557;0,000000;0,000000
06.07.2018;18:39:42;752,786546;-120,252312;184,742821;5,733034;-0,979742;-1,675497;1,148321;3,798742;-1,475517;-0,412314;1,082596;0,000000;0,000000
09.07.2018;18:39:55;750,721621;-120,880005;171,631848;5,689002;-3,054905;-0,811788;2,918898;1,166467;0,022004;-1,052407;0,404092;0,000000;0,000000
10.07.2018;18:39:52;760,340699;-124,461829;154,054491;6,271166;-2,375345;-0,992136;2,931754;1,507938;0,926815;-1,455758;0,581207;0,000000;0,000000
11.07.2018;18:39:56;762,736346;-126,639405;145,256198;6,159411;-2,251241;-1,273907;2,594047;1,474938;-0,382934;-1,450984;0,941721;0,000000;0,000000
12.07.2018;18:39:59;765,960438;-129,512632;133,279740;6,266935;-0,941793;-1,637583;3,018538;2,326598;0,028667;-2,664319;0,776776;0,000000;0,000000
13.07.2018;18:39:59;766,183891;-130,947989;124,208100;5,986580;-1,807750;-2,754665;2,913978;3,626200;-0,009992;-2,671297;0,571271;0,000000;0,000000
16.07.2018;18:39:59;774,717711;-137,030236;107,534585;6,033739;-1,413593;-3,823179;1,875356;7,234707;-1,912157;0,726905;0,970920;0,000000;0,000000
17.07.2018;18:39:38;768,292503;-130,500691;112,233897;5,105721;-1,855257;-4,845787;1,224093;8,826940;-1,313736;0,469311;1,008903;0,000000;0,000000
18.07.2018;18:39:53;773,840201;-126,312845;94,004586;4,799172;-1,160615;-2,814630;2,273812;6,194113;-4,332542;0,573210;1,268380;0,000000;0,000000
19.07.2018;18:39:59;796,616965;-139,954906;75,831445;5,749198;-0,326552;-3,364210;0,748043;4,410124;-2,347832;1,125291;0,731666;0,000000;0,000000
20.07.2018;18:39:43;798,152410;-143,986467;77,503215;5,703422;-0,701988;-2,231874;1,857547;4,484422;-2,785653;0,565515;0,683152;0,000000;0,000000
23.07.2018;18:39:56;800,234354;-139,904586;68,798328;5,991151;-0,021294;-2,427400;1,648594;4,451762;-3,003607;0,341142;0,643275;0,000000;0,000000
24.07.2018;18:39:57;798,906386;-146,640675;76,555572;5,538391;-1,561589;-4,269883;1,178666;5,414829;-1,774057;0,442917;0,671102;0,000000;0,000000
25.07.2018;18:39:57;799,857765;-134,128266;73,601544;5,525880;-0,002194;-0,035884;0,686207;0,794816;-4,104860;-0,262874;-0,308493;0,000000;0,000000
26.07.2018;18:39:53;809,780194;-141,077473;65,951947;6,304704;-0,145981;-0,514170;1,029523;0,977121;-1,997584;0,568685;-0,527808;0,000000;0,000000
27.07.2018;18:39:54;796,239407;-131,694285;81,003773;5,774245;0,018466;-0,039082;1,231842;1,535724;0,554449;1,308848;0,660825;0,000000;0,000000
30.07.2018;18:39:59;787,370709;-123,975188;82,221697;4,830996;0,443265;-1,789914;-0,618201;2,514458;-4,207661;-0,407896;-0,551181;0,000000;0,000000
31.07.2018;18:39:59;784,929221;-115,700911;64,093214;5,306918;-0,044761;-2,063866;-0,421098;5,197395;-4,864339;0,741597;1,086608;0,000000;0,000000
01.08.2018;18:39:59;787,776493;-118,881037;61,851388;5,221758;-0,030154;-3,246186;-1,206674;6,629909;-1,155722;0,589986;0,696024;0,000000;0,000000
02.08.2018;18:39:59;784,232253;-117,273636;70,743639;3,881435;0,054777;-3,374677;-1,494641;5,399553;-1,135490;0,857230;1,197603;0,000000;0,000000
03.08.2018;18:39:58;777,951858;-121,075536;65,397646;2,566628;-0,012031;0,026136;-0,718379;1,630205;-2,252544;0,872763;1,333737;0,000000;0,000000
06.08.2018;18:39:55;780,737922;-125,821123;62,448119;2,349440;1,035903;-0,221498;-2,386570;5,356716;-2,295736;0,733952;1,042387;0,000000;0,000000
07.08.2018;18:39:59;783,123535;-126,191480;58,668450;2,412032;1,466703;-1,989167;-4,609967;1,769109;-0,492280;0,992956;0,990814;0,000000;0,000000
08.08.2018;18:39:57;803,924428;-127,358874;72,721912;3,022985;3,901324;-1,763323;-7,930184;5,156423;4,079201;-1,166769;-2,011990;0,000000;0,000000
09.08.2018;18:39:59;809,416095;-123,462301;102,243163;3,222317;5,906319;-3,154365;-4,988325;1,907253;2,154813;-0,057732;-0,869754;0,000000;0,000000
10.08.2018;18:39:56;812,649618;-134,484692;119,885062;2,725917;2,800229;-2,121330;-5,037093;2,774227;2,905362;-0,685929;-1,169797;0,000000;0,000000
13.08.2018;18:39:59;814,875723;-127,321361;131,486626;2,718303;1,797310;0,113284;-3,219908;-2,914774;5,625739;2,353340;-1,307213;0,000000;0,000000
14.08.2018;18:39:52;810,913997;-120,751140;138,473979;2,779291;0,428751;-2,826872;-1,019337;1,132132;1,499440;-0,962616;-1,252134;0,000000;0,000000
15.08.2018;18:39:56;818,290331;-126,034980;163,110119;2,811808;3,061471;2,148027;-6,425614;2,612576;-0,026816;-1,239302;-1,633344;0,000000;0,000000
16.08.2018;18:39:57;823,508004;-139,272340;181,311653;2,908648;0,692429;-2,021610;-2,537994;2,598925;-1,186520;-1,651266;-1,797808;0,000000;0,000000
17.08.2018;18:39:56;836,127571;-160,185830;203,904552;2,775868;-0,366262;-0,229308;0,077069;1,825294;-0,395195;-0,848105;-0,957248;0,000000;0,000000
20.08.2018;18:39:56;833,923646;-170,552628;213,787497;2,694518;0,164939;-0,348307;-1,422842;2,022277;-0,861381;0,760093;0,497381;0,000000;0,000000
21.08.2018;18:39:56;826,845146;-161,021377;214,320536;3,121251;1,972830;-3,438040;0,441155;1,599919;-0,459291;-0,673714;0,011800;0,000000;0,000000
22.08.2018;18:39:53;828,299486;-163,322031;226,128505;3,257482;0,808114;-5,019361;2,894384;2,036567;-1,502722;-1,311975;-0,964264;0,000000;0,000000
23.08.2018;18:39:24;832,925495;-156,225792;223,036919;3,479290;4,265206;-4,949350;0,035753;2,136264;0,133869;-1,430504;-1,622334;0,000000;0,000000
24.08.2018;18:39:59;832,336377;-155,852014;227,002030;3,689253;2,889479;-3,663115;0,478479;2,078586;-1,027776;-1,325702;-1,395084;0,000000;0,000000
27.08.2018;18:39:56;829,097473;-152,114089;230,365616;3,867017;2,118132;-8,004523;2,475631;3,102906;1,441747;-0,922914;-1,615668;0,000000;0,000000
28.08.2018;18:39:58;830,003123;-156,934464;239,701676;3,773797;4,768481;-6,145752;0,822361;2,577292;2,185376;-1,641152;-1,823832;0,000000;0,000000
29.08.2018;18:39:51;831,546982;-151,218246;242,369498;4,026668;5,475640;-4,722489;-0,581103;2,828555;1,720156;-1,501120;-1,935317;0,000000;0,000000
30.08.2018;18:39:56;834,109711;-167,026830;260,671416;3,551611;4,342076;-5,424306;-0,867593;2,438095;1,009244;-1,057696;-1,611440;0,000000;0,000000
31.08.2018;18:39:57;823,838840;-166,294794;274,593914;3,449562;1,953369;-2,326595;-0,482470;1,544226;-0,424814;0,258855;-0,862980;0,000000;0,000000
03.09.2018;18:39:58;825,362069;-170,881125;280,594729;3,683614;5,755758;-4,649396;-1,283244;1,322398;1,841738;-1,102729;-1,367245;0,000000;0,000000
04.09.2018;18:39:54;831,168926;-163,904538;295,267705;3,818531;1,680636;-0,843079;-2,763000;-0,593849;3,410420;-0,601930;-1,025182;0,000000;0,000000
05.09.2018;18:39:52;832,498618;-159,411229;308,517126;3,950130;0,744500;-0,090415;-3,211837;-0,535257;1,795380;1,442498;-0,696811;0,000000;0,000000
06.09.2018;18:39:51;851,963991;-176,769070;338,252998;3,751002;-7,891550;9,697813;5,265706;-4,753480;2,625994;2,512424;-0,874954;0,000000;0,000000
07.09.2018;18:39:58;851,668312;-169,821615;316,859534;3,169793;-8,563192;8,471401;5,299551;-5,915253;-0,229560;3,092869;3,292399;0,000000;0,000000
10.09.2018;18:39:38;861,921593;-180,431282;278,762508;2,610826;-3,759337;5,853224;2,636998;-3,923309;-0,407326;1,789304;1,853925;0,000000;0,000000
11.09.2018;18:39:47;856,471427;-183,769931;235,084755;2,802352;-3,947170;1,138317;7,336055;-7,225657;-2,608492;2,908476;2,077503;0,000000;0,000000
12.09.2018;18:39:57;843,343246;-154,529520;220,303368;3,497935;-5,524366;5,313178;3,737719;-3,330138;-0,455330;1,616422;1,312030;0,000000;0,000000
13.09.2018;18:39:57;847,637803;-156,540913;227,519526;3,846443;-3,570906;2,111819;3,027972;-1,765476;-1,658777;-0,572070;-0,449615;0,000000;0,000000
14.09.2018;18:39:47;844,636317;-153,449506;249,663775;3,871415;-3,923196;4,190349;3,754001;-2,093251;-2,437258;-1,340396;-0,900518;0,000000;0,000000
17.09.2018;18:39:55;841,822477;-156,099421;240,118942;3,465607;-9,876759;7,237093;5,976059;-3,308122;1,710327;2,243891;2,379101;0,000000;0,000000
18.09.2018;18:39:57;842,148848;-149,319229;235,048296;4,035877;-3,678116;3,534400;2,699129;-1,982196;-0,313877;1,462096;1,394005;0,000000;0,000000
19.09.2018;18:39:54;829,193484;-132,199903;235,130345;4,420867;0,394965;1,716451;1,070480;-3,582616;-2,225427;2,335252;-0,315105;0,000000;0,000000
20.09.2018;18:39:57;817,534214;-129,943699;261,844515;4,268308;-0,277702;-0,802922;2,415945;-1,912988;-1,491424;4,444367;-1,812578;0,000000;0,000000
21.09.2018;18:39:54;807,887011;-118,448850;294,483420;4,856126;-0,694677;-1,122584;1,490724;2,260996;-3,156942;0,880938;-0,532778;0,000000;0,000000
24.09.2018;18:39:58;793,059929;-111,585671;290,418154;4,350443;-5,306519;-4,985363;7,037369;3,312840;-3,371900;0,722899;1,813404;0,000000;0,000000
25.09.2018;18:39:57;800,611208;-124,311389;290,416107;4,234173;-0,313050;-5,049038;3,596699;0,779051;-2,518591;1,068715;1,591210;0,000000;0,000000
26.09.2018;18:39:59;805,519471;-133,454619;291,166076;4,090681;0,766103;-4,414502;2,173811;-0,498876;-2,597443;0,905410;1,327934;0,000000;0,000000
27.09.2018;18:39:30;802,631277;-135,181436;283,054884;4,257996;3,894222;-4,650998;0,334706;2,344801;-1,181743;-0,271917;0,897823;0,000000;0,000000
28.09.2018;18:39:59;806,433843;-138,831877;283,782606;4,392568;5,282583;-1,891094;-9,262507;3,570779;-0,010372;-0,611059;-0,900097;0,000000;0,000000
01.10.2018;18:39:59;799,193493;-127,324684;276,093083;4,492214;5,652896;-1,214431;-6,061648;6,067263;-0,274796;-2,921237;-1,871765;0,000000;0,000000
02.10.2018;18:39:59;792,440454;-115,729207;271,404888;4,435048;3,816615;-1,015854;-5,403108;3,001984;-0,711452;-1,303783;-0,357515;0,000000;0,000000
03.10.2018;18:39:59;797,749049;-123,278998;279,906840;4,302374;2,827187;-1,081258;-4,358514;2,352630;-1,288131;-1,300028;-1,118584;0,000000;0,000000
04.10.2018;18:39:50;813,230538;-136,414801;293,639747;4,154316;-3,037670;1,514250;0,017602;0,245797;0,479100;-0,307797;0,256878;0,000000;0,000000
05.10.2018;18:39:46;816,537899;-140,909570;295,667868;3,935940;-4,130676;2,538161;-1,418693;-2,045779;-1,913212;0,028095;0,420139;0,000000;0,000000
08.10.2018;18:39:58;826,846649;-153,946799;304,367236;3,793436;-3,643386;2,460036;4,632829;-2,787199;-0,758653;1,180478;1,184576;0,000000;0,000000
09.10.2018;18:39:57;835,352690;-166,188214;304,199656;3,824960;-0,023282;0,011653;3,110009;0,837452;-2,609969;-0,700386;-0,889461;0,000000;0,000000
10.10.2018;18:39:59;831,785251;-164,239080;302,323925;3,674672;-2,512454;1,164265;0,691368;-2,159454;-0,831052;0,939122;0,494721;0,000000;0,000000
11.10.2018;18:39:56;833,992115;-164,036442;302,701534;3,727115;-0,449583;-1,786801;2,408684;0,406226;-2,799937;2,022695;1,716246;0,000000;0,000000
12.10.2018;18:39:55;824,128168;-158,800480;297,164909;3,490563;-0,164443;-0,967284;3,544489;0,799352;-2,686327;0,809690;0,714884;0,000000;0,000000
15.10.2018;18:39:59;809,887686;-135,026041;277,006763;3,652075;-0,037326;-0,764991;-2,010115;-0,448423;-1,115191;0,273482;0,456337;0,000000;0,000000
16.10.2018;18:39:50;798,599762;-124,180472;268,103199;3,426986;2,316673;-2,597382;0,796056;4,636659;-4,597212;0,745458;1,368256;0,000000;0,000000
17.10.2018;18:39:48;803,865676;-136,005065;256,874579;2,963120;1,324856;-2,558490;-0,016318;4,221223;-4,452586;0,724523;1,535136;0,000000;0,000000
18.10.2018;18:39:51;810,475591;-132,974844;246,352044;3,179613;0,089317;-1,373010;-3,070240;2,341867;-1,266060;0,805404;1,076032;0,000000;0,000000
19.10.2018;18:39:58;809,040291;-134,256847;243,694016;2,924253;0,974481;-0,313906;-1,182774;1,447839;-2,527382;0,478224;0,695815;0,000000;0,000000
22.10.2018;18:39:57;805,595345;-123,801812;220,445370;2,997885;-1,913245;2,484646;1,389064;1,509896;-3,912280;-0,483472;1,414465;0,000000;0,000000
23.10.2018;18:39:56;809,871661;-115,020449;200,831932;3,146729;1,571686;-1,599867;-2,293321;4,028071;-2,482470;0,653595;1,287797;0,000000;0,000000
24.10.2018;18:39:48;823,062890;-116,319879;180,279949;3,577163;2,490798;-1,299690;-4,291514;2,312234;-0,672428;-0,946653;-0,980630;0,000000;0,000000
25.10.2018;18:39:57;826,032336;-121,120852;168,865815;3,106877;1,191360;-0,852040;-1,801518;2,359746;-2,249804;0,776855;0,844645;0,000000;0,000000
26.10.2018;18:39:35;833,264457;-128,427895;162,195760;3,130038;0,120609;-0,201807;0,331672;-2,179620;-0,729102;0,787653;0,525035;0,000000;0,000000
29.10.2018;18:39:59;831,161293;-123,418094;152,921652;3,226011;0,018444;-0,896457;1,206561;-0,296793;-1,698463;0,608926;0,508696;0,000000;0,000000
30.10.2018;18:39:59;833,422233;-129,761078;149,667786;2,960284;0,022501;-1,796051;1,070564;2,545069;-3,252962;0,463297;0,509082;0,000000;0,000000
31.10.2018;18:39:56;830,860180;-129,527433;143,948459;2,677196;0,512010;-0,884700;1,118421;-0,048289;-1,060018;0,682216;0,919950;0,000000;0,000000
01.11.2018;18:39:56;833,671284;-131,400747;140,802780;2,567371;0,054676;-3,034407;-0,262495;-0,369707;-1,611028;0,075357;0,059768;0,000000;0,000000
02.11.2018;18:39:59;833,511488;-136,828630;136,303023;2,431517;0,025679;-0,859913;-0,104722;0,159754;-1,212888;-0,016818;0,630666;0,000000;0,000000
06.11.2018;18:39:59;837,625013;-133,978597;130,662172;2,598151;1,095943;-1,776166;0,023135;-0,568995;-1,288641;0,631354;0,746524;0,000000;0,000000
07.11.2018;18:39:52;850,412326;-144,096292;140,562412;2,941076;0,475634;-0,639016;0,444680;-1,277609;1,084020;-0,686753;-0,927987;0,000000;0,000000
08.11.2018;18:39:56;857,180411;-154,671080;159,207158;2,848073;0,437652;-0,011178;0,101019;0,675025;0,469007;0,364465;-0,794873;0,000000;0,000000
09.11.2018;18:39:55;866,583222;-165,121739;182,446011;2,994607;1,060512;1,774613;-3,338465;-2,367787;5,563163;-0,591284;-1,202566;0,000000;0,000000
12.11.2018;18:39:48;863,803975;-164,410926;213,160673;3,117108;0,961541;2,066345;-4,757529;-2,782611;4,797508;-0,513315;-0,026830;0,000000;0,000000
13.11.2018;18:39:49;861,249743;-157,627985;235,880258;3,374972;0,509542;2,695417;-6,244452;-2,491106;6,682899;-0,880229;-1,260142;0,000000;0,000000
14.11.2018;18:39:52;828,895565;-133,576255;227,978490;3,537891;0,046782;-3,879228;2,433287;6,324034;-4,422086;-1,955248;0,850571;0,000000;0,000000
15.11.2018;18:39:57;841,828536;-142,876880;193,289012;3,950301;-1,628305;-2,860126;-0,264485;4,217235;-1,972431;-2,225563;1,752946;0,000000;0,000000
16.11.2018;18:39:58;846,962458;-151,766068;164,916377;3,335210;-0,024653;-1,751696;-0,010485;3,306695;-1,018844;-1,953169;0,759478;0,000000;0,000000
19.11.2018;18:39:53;850,272670;-157,306577;156,175977;3,121829;-0,106021;-0,459570;-0,240011;1,481010;-0,680399;-0,646603;0,611198;0,000000;0,000000
20.11.2018;18:39:49;858,173512;-167,794569;153,752439;2,773404;0,013809;-0,010007;-3,804767;1,019113;-0,578825;-0,106471;-0,026697;0,000000;0,000000
21.11.2018;18:39:58;852,146859;-152,765663;142,246765;2,712679;1,656103;-2,481623;-1,227894;-0,379902;-2,031230;0,471649;0,494756;0,000000;0,000000
22.11.2018;18:39:56;854,246022;-151,727849;142,832090;3,196024;2,182086;-0,200426;-1,871670;2,470928;-1,220351;0,588892;0,674359;0,000000;0,000000
23.11.2018;18:39:57;864,735471;-164,156643;157,103489;3,033855;0,016774;0,016541;-4,394705;-0,553463;-0,799157;-1,205418;-0,012518;0,000000;0,000000
26.11.2018;18:39:50;876,228785;-177,804688;170,868904;3,355403;0,422465;-1,836065;2,419512;0,044642;1,941987;0,638650;-1,578765;0,000000;0,000000
27.11.2018;18:39:59;870,382411;-168,036164;168,730917;3,757238;-0,128737;-1,711616;1,719670;-0,051253;0,365963;0,972939;0,021774;0,000000;0,000000
28.11.2018;18:39:58;868,825308;-164,426771;167,786226;3,771657;-0,033507;-0,299366;0,943238;-1,621977;1,118513;0,275636;-0,988140;0,000000;0,000000
29.11.2018;18:39:59;853,668685;-151,586817;163,062381;3,670746;0,502666;0,433904;-3,104264;0,985005;-0,429072;-0,642093;-0,756602;0,000000;0,000000
30.11.2018;18:39:57;854,470368;-135,209768;148,100325;4,245157;1,104000;0,504521;0,493618;-2,736665;-0,423369;1,044458;-0,432248;0,000000;0,000000
03.12.2018;18:39:59;843,292890;-129,509959;147,486258;3,978609;0,195605;-0,822602;1,646076;1,713845;-1,133978;-1,017839;-0,810420;0,000000;0,000000
04.12.2018;18:39:59;839,571119;-127,611739;149,252174;3,431533;-3,694368;3,500829;-0,896645;-0,010610;0,012284;0,635726;0,633896;0,000000;0,000000
05.12.2018;18:39:50;850,706856;-141,692363;158,925530;3,562114;0,882773;3,612339;2,154036;0,003960;-0,859295;-0,765948;0,011284;0,000000;0,000000
06.12.2018;18:39:47;848,121442;-135,882764;152,234108;3,515605;-0,017863;-1,365679;-0,216618;-0,558909;-0,572939;0,526576;0,483952;0,000000;0,000000
07.12.2018;18:39:58;846,078440;-131,933342;140,840022;3,777253;-2,321312;0,016465;1,905575;0,451192;0,603922;0,734635;-0,322903;0,000000;0,000000
10.12.2018;18:39:54;845,700962;-129,545481;137,578558;3,477792;-0,764345;-0,668449;2,589379;0,598407;-1,281379;0,825440;0,916838;0,000000;0,000000
11.12.2018;18:39:57;842,186321;-129,329906;130,113975;2,684445;-1,507763;0,029988;3,575097;-0,638664;-3,597869;0,269133;0,673030;0,000000;0,000000
